Review,Sentiment
Sedap.. Harga murah.. Recommended.. Portion Besar.. Next time boleh repeat pagi.. Alhamdulillah done iftar,1
Makanan xpernah mengecewakan mmg sdp...tomyam mmg best...next kita repeat utk menu ikan bakar pula.. Lagi satu boleh dpt 5% cash back,1
Alhamdulillah dua kali mai . Makanan sedap cukup rasa. Staf yg peramah dan suka snyum.. 😊 semoga terus maju,1
"Makanan memang sedap sangat. Cukup rasa dan definitely highly recommended untuk semua orang. Cozy environment, staff sangat2 friendly and harga yang sangat berpatutan❤️❤️❤️
Please book your reservation ASAP.",1
"Very bad service. First and last datang sini. Tunggu lebih dari 1jam makanan tak sampai-sampai. Bila tanya staf, cakap system prob. Surprisingly order saya tak dibuat lagi walaupun dah 1 jam tunggu. Staf ramai tapi no one datang dan approach tanya makanan dah dapat belum. Seriously this is my very first time giving bad review.",0
tempat selesa...staff superb,1
"Tempat selesa dan cantik
Makan sedap dan harga berpatutan 👍🏻",1
"Fav Jap restaurant discovered in KK. Good food, quality portion & price is just right, very reasonable. Their range of sushi rolls/ salad/ meats/ sets all good delicious & cooked well. Cosy ambience inside. Price range is aaallmost like Rakuzen but quality just as good/ better..
. Enjoyable overall!",1
Value for money. Cuts are big and hot and cold selections are delicious,1
I used 45mins to wait for a curry chicken rice and a spider roll but for those who come in after me was served!,0
"Good environment good foods. Portion quite  big, worth it.",1
Delicious Food � and good environment,1
Japanese restaurant that serve with a heart. Lady boss is a bubbly lady who knows and remembers the taste buds of her customers. You will feel pampered as the crew tried their best to fulfill your request.,1
Superb food with excellent dish size ,1
Best buttermilk I ever had. Will try for other food on next purchase,1
Food is affordable and portion is good! Highly recommend their Buttermilk rice ,1
"at times of pandemic waiter wears mask under the chin n keeps talking when serving food.
also seen to b rubbing his nose all the time without washing his hands
level of hygiene n contamination? I don't have to describe any further
the one preparing the food in the kitchen also just wears mask under the chin",0
Great food..reasonable price..good service.. my friends also enjoyed..,1
Overly priced food. The air-conditioned side of the restaurant smells like a restroom. Bad service to name a few. Used to be a really good spot to visit. Wouldn't come back here again.,0
First time trying. Random search and found this jewel in SS15/4B Subang. Really enjoyed the food. Reasonable price with generous portion. Best Arabic food I’ve tried so far. Highly recommended. ,1
Best shisha.. Best Arabic food in town highly recommended..,1
"there is so many problem.. now all food r copy from other restaurants.. be careful. before food many problem . like rice, lamb, pasta, chicken chop, now new food coming, only Allah know what happened.. so be careful.. you can smoke stupid shisah also . no tatse. but very high price.  I give only 1 🌟coz  having my food I run . there some staff  have no permit I saw police there doing something . be careful all of you",0
great place to chill with your friends,1
"slowly slowly oregi 😆😆 will be closed . it's true . today I see 10:30 am oregi didn't open. oregi food is very bad taste in my life ,👎",0
"Just paid RM84 for a meal for two which includes a lamb Mandy (RM20 for lamb and RM8 for rice which is really stupid to be honest) a lamb Maqlubah (RM30), Tabouleh (RM12) and two drinks (RM7 each). Might as well have authentic “Arab cuisine” somewhere else for that price.",0
Food are really overprice. They need RM2 for just a cheese powder.,0
"If the food takes too long, should’ve inform the customer. Its not 15-20 minutes late, its way way way late. I shouldve come to another instant cafe.",0
Small portion of food and the price raise way too much,0
"Price hike is unjustified. Dude RM 20 for your pasta, please do share how you came up with this figure and share your food cost. 
180grams pasta + cream + chicken stock + bacon bits, estimation of cost price 5.50 including labour cost and utilities. Focus on turn overs not a food cost percentage hike.  A reasonable selling price would be Rm12 to Rm 15.",0
"Really sad to see the prices hiked up so dramatically. Was a regular here, and now won't go back again. The price increase is not justified. No upgrades or improvement to the place or food. Unjustified. It's sad because I used to love this place.",0
"Food are delicious, esp the stew lamb, would prefer to be with mint sauce if possible. The drinks are special too.",1
"The price is ridiculous, RM20+ for a pasta is too much when you operate like a regular mamak. No wonder there is less customer here compare to how it used to be. If you decide to up the price, please at least upgrade your interior/ambient/service!",0
Fantastic food. The lamb and the chilli sauce were unbelievably delicious.,1
Food was great! Chicken mandy rice is highly recommended!!,1
"The food is great and the price are very reasonable. Superb place to hang around. The staff is very friendly. Even though this is my time having meal here, they are very politely introduce which food are the famous. Definitely will go again next time.",1
"Lovin the place! good food, great service, awesome environment! ",1
Great food and service in general. Its one place where you have to go and try to find out.,1
"I very love their spaghetti and Black Pepper chicken！
Price is reasonable and delicious to eat！Very nice place and food！",1
"Best food, best shisha, best drinks, best bosses, best workers . Bosses and workers very the friendly .",1
Delicious and price reasonable. Good service ~but Im not enaugh full ~wish can more big the chicken for me �,1
"Best shisha in town. If you haven't try already, ask for iced bong. Unlimited coal and ice refill for free.",1
"Their shisha so so only... But good services...
Too noisy cuz of the crowds",1
Garlic sauce very veryyyy lateeee,1
"I love your french fries so much, I wish i could marry your french fries.",1
Over price like hell....bring your wallet ....or credit card....,0
"I been to Oregi 1 time only but I am going there again because the food u can choose the size u want Medium,Large or Giant !!! And the Sisha is just nice  whoever have not been there u guys should go !!! No Regrets",1
Whoever wanna come... come @leon,1
"1. Masa menunggu tak lama, tak kejap
2. Makanan sedap
3. Akan repeat satu hati nanti",1
Good food with reasonable price! Our family enjoyed it! A good neoghbourhood cafe suitable for casual dining.,1
Wonderful yummy dishes yet beautiful and great for diet,1
Wonderful and awesome foods with gorgeous presentation. Visited Yi Cafe 2 weekends in a row in June 2022. We love the taste of every dishes we've ordered. Yummylicious ,1
"Great food, nice ambience. Must try their prawn pesto spaghetti. Will definitely come back again!",1
"Very friendly staffs. Presentation top notch. Surprisingly the carbonara is SO GOOD! Pizza not bad too. A lot of ppl tend to compare with uncle Don 😅 but pls don’t, it’s different quality and range. Worth to give it a try",1
"Very good food, fresh ingredients were used, great food presentation, good ambience. Please give them a try, you'll enjoy. ",1
Taste never disappoint me 👍 Good food and friendly staffs. Highly recommend here for friends gathering or family meet up 🤗,1
Quality food with great taste… never regret to give it a try…,1
This is highly recommended for anyone who enjoy good fusion cuisine. Price is reasonable. Must try their sous vide chicken and pesto pasta with prawn.,1
"*DO NOT COME HERE if you do not appreciate GOOD FOOD made with quality ingredients. A pleasant surprise.
Passed it a few times and decided to try. It was rather quiet. We ordered with trepidation as we tried a new (to us) place the night before and the food was really not good. But the environment and decor, although stark, exudes a warmth welcome. Partly due to the smile from the service staff. And you can feel a genuine smile behind a mask.
Ordered the recommended pork ribs, pork ragu pasta and added the mushroom soup. Drinks were wild berry soda and a special matcha soda not in the menu yet. The pork ribs was served with pickled cucumber and a potato croquette (not your typical croquette). The rib was tender and the sauce pleasant without overpowering. The cucumber complemented the meat well as its not the usual salad or mash serving. The croquette is pleasant but not up my alley. Portion was small for me but for a normal eater, should be fine. The pasta, on the other hand, was just as delicious. Having ragu in pasta is usually a challenge but this worked very well, not too wet, not too dry. The mushroom soup was decent enough but the toast stick was fantastic. I could munch on a few of that. The drinks were served in old-fashioned glasses and made them look like speakeasy cocktails. Both drinks were refreshing. The matcha soda’s first few sips didn’t yield much but subsequently tasted good once the flavors mixed up well. There were other ingredients but I forgot what they were.
Overall, quite amazing food with impressive plating and presentation. Serving fusion food made with quality ingredients in SS2 is a challenge but they are the only ones in the area and I must say, they prepare their food well and with care. It is not for everyone but if you are in the area, give them a try instead of the usual SS2 fare. You’ll be surprised. Will definitely return to try the rest.
",1
The food is nice! made by a local chef ! The environment is good too! I highly recommend trying it out!,1
"The served really good meal and coffee, thumbs up! 👍🏻 will come back again 😁",1
"My childhood buddy and I had a pleasant time at Country Barn Pub & Restaurant. Decent crowd, mildly lighted and spacious restaurant with comfortable seats. Staffs were very attentive to customers. Customers didn't need to attract the staffs attention, the staffs keep walking around and enquired with body language if we need anything or a refill of beer. Food was good with ample portion and nice crisp beer to our thirst. The live singing troupe was good with melodious voices, a little showmanship would do good though.
I highly recommend this place, my friend and I were throughly impressed by the pub environment and impeccable services. The menu showcased a variety of innovative dishes, blending bold flavours. Do check out Country Barn at USJ, you won't regret the time spend there.
",1
nice music...peaceful atmosphere,1
Nice ambience! Good for family hang out,1
great food / ban and drinks,1
Great music food n atmosphere,1
"wonderful Pizza we had today, highly recommend",1
"Thank you Country Barn USJ for arranging a wonderful surprise birthday gathering! The food and drinks were amazing as always, and perfect atmosphere for family bonding. 
Big thanks to the managers for advice on menu choice and catering to special requests, including for kids (they keep asking when they can have those dishes again!) 
You made it hassle-free for us the whole time. Really appreciate the effort taken. Thanks again and we can't wait to be back for more luncheon fries, mutton masala pizza, piglets in blankets.....*drooool*",1
"cozy environment
friendly staff
reasonable price
highly recommended",1
Good & fresh beers with selection of side dishes.,1
The ambience is lovely n the. Food is nice,1
"it was a Friday night and Alfonse was playing - there was no Guinness draught, only one bottle of the most expensive wine (no house pour), no strongbow. servers had to confirm order several times before bringing our order.",0
good place nice food so live band,1
"the foods are superb delicious, must give a try to few dishes that are recommended by the Chef. 
1.Piglets in Blankets 
2.Siew Yuk Pizza
3.Pork Burger",1
"Awesome place....nice food...everyone shud try it...
Planning to go again sooner",1
great environment to chill with nice food..,1
"One of the best bar that pay attention to each and everyone. Service at it's best. great food, great music. Most humble crowd ever.",1
great place to party in subang,1
Superb place to chill. Great food. Cold beers.,1
"Super Cool Owner,excellent service",1
Good Live Band on Wednesday our music 90's and above hits from Tamil movies,1
Cozy for dining & fun for dance.,1
Great food & very good ambience...,1
"Awesome food. Each time I frequent this like, my neighbourhood bar, food has never failed me. Plus, the ambiance so good and comfortable for a food or drinks outing with friends or who not.",1
"Love love love this place for the good food, ambience and most importantly the amazing staff who were working in the restaurant.  My family and I celebrated mom's birthday here and the staff very beyond helpful to assist my mother who was on wheelchair. God bless their kind souls ",1
Nice food and Good service. Corkage just RM30....but small wine.,1
super good and reasonable priced menu. love coming here to chill with hubby and daughter...now that's it's No Smoking at eatries...makes it even enjoyable ..cheers!,1
Nice place to chill with friends & family's ...,1
the food totally awesome.,1
A place to chill and enjoy good food and great ambience with family n friends.,1
Superb place for family dining and d food superb too..shld try d mutton.,1
"The mutton fried rice was good,no fat at all.i really enjoyed it",1
"Nice food, reasonable price, good service. Will visit again",1
"Great value
Great food Friendly bartenders Creative cocktails",1
the food is good and the environment is very good,1
Great food with good music ,1
nice ambience and cooperative staff,1
"Awesome open place.. Good service, great bands.. Especially Fridays now, good food, cheap beers! Wah.. ��",1
Very good food. Value for money! Will come back again for more.,1
"Not bad, quiet nice place to eat with comfortable seating.",1
Delicious food and good services ,1
"Not fair pricing for vege food...
The Pakistani Janggut man that don’t know how to calculate a proper bill...lucky my mood is ok... otherwise...
No recommendations in future...
Disappointed",0
"We had our niece's graduation lunch over in India Wheels, the food was simply amazing and truly home cooked style.
Highly recommended⭐",1
"Friendly, Cozy and Delicious Banana Leaf Food. Great Teh Tarik! Their food is simply awesome and I love to dine in here. Highly recommended!",1
"Very yummy food and I am highly recommend this Restaurant. The way they present their food is totally innovative. The Banana Leaf Food is totally delicious with many varieties of vegetables. Very good service and clean. The Teh Tarik is super good, my hubby's favourite.",1
The food taste good. Recommend their roti coin with different flavours. Friendly and helpful service.,1
"food taste good.
masala of the curry is well cooked.
mutton kothu paratha was good
full of spices.  those who like spicy food will like.",1
"love the food , tea and also brew coffee .went there since old shop.  their sardin fish is so special taste. miss it very much.very good service all crew very friendly",1
Nice food and nice environment. staff very friendly,1
Food is good...especially their Idli Goreng highly recomended,1
Nice fuds.... Customer friendly crew,1
"Ordered thosai it was indeed good. Home made thosai taste ..
Chutney was yummy 😋",1
Good environment to hang out,1
nice environment for gathering,1
will definitely be back for more menus. the environment is so cosy and the staff is so friendly.,1
"Enjoyed the food and coffee, great service and friendly owners",1
Will come back for more menu. Great food and great ambience. Like the various pottery used for the coffee.,1
"Environment is beautiful n fancy,
I had a great caffelatte tonight
Also have a great chicken tender
( too healthy no seasoning 😂
  Next time can put a bit salt)
But tastes great not too overcooked
The waitress services is best n
Manner 👍",1
If you're not rushing hour this place can be considered. Food serving takes abit longer time than others restaurant. Food taste not to my expectations.,0
"We had a friends appreciation dinner at NOTA; about 12 of us. Instead of ordering ala carte, we went with Alex’s (the owner) suggestion of sharing platters, so that everyone can enjoy the same food together.  Well, we didn’t regret at all. The tuna salad with watermelons was amazing. The duck confit was a little dry on the legs, but not chewy. The duck breasts was lovely. Moist !!! We had lamb and grilled Striploins. I extremely enjoyed the grilled beef. There was this white fish. It was fresh with good texture. If the lemon bitter was a tad less, I would’ve enjoyed more.  We ended the dinner with aged cheddar cheese platter and some alcoholic cakes. So good !! Would definitely come back again. Great hospitality from the service staff too.",1
"Lovely food and ambient, small mock-tail drinks are a bit pricey. Went in during peak hour, staff not entirely equipped to manage big crowd. Some are friendly and some were not under pressure. Would definitely come by again and support Kota Kemuning Cafes.",1
Love the environment and delicious dessert💗 Most importantly the staff in the cafe are super friendly! ✨👍🏻,1
"I normally do not write on food review, unless it is mana from heaven, or food from hell where the devil himself wouldn’t  even eat, and consider dying 2nd time then eating  , I waited painstaking hungry for 30 minutes , later to be persecuted with some unrecognised burn chicken . How are wish Gordan Ramsey is here to do the roasting “ why did the chicken offended the chef?”",0
"Had a wonderful experience here! Our family dropped in for coffee today. One staff in particular - a lovely young lady by the name of Diana (hope I got the name right) - was extremely attentive, knowledgeable on the menu and details of the coffee, and entertained all our questions patiently. The latte was superb, and the salted caramel praline slice was 10/10. Not forgetting, the cosy interior was a whole vibe. Thanks Diana, your barista friend & whole crew ",1
great ambient and friendly customer service,1
"Nice ambience for brunch on weekend, great foods and services. Recommend to try the salmon tataki avocado and summer soba cold.",1
"Nice environment and delicious food, highly recommended",1
"1st time visiting this Cafe located on the 1st floor, in Kota Kemuning. Awesome environment, very cozy and home feel. Perfect for a relaxing weekend meal. The food is tasty and very unique. I highly recommend this cafe.",1
Went during lunch hour when it wasn’t very crowded yet we had to wait for more than an hour for the food to be served. What made the whole experience worst was food served was either different from the menu (all croissants replaced with a slice of sourdough) or tasteless. The anchovies pasta was as though a plain pasta. Definitely not worth paying high price for such terrible experience. ,0
Good Foods .  Nice ambience .,1
"Overall ambience is beautiful and the service was fast. 
However the chicken served was abit undercooked as you can see from the photo. When we clarified with the waitress, she claimed that the chicken has been sous vide for hours and she is firm that the chicken is cooked. 
Well, we did give our suggestion to them before we left that maybe they should increase the water temperature.",0
"Good food, environment and service friendly, highly recommended.
Keep it up !",1
"Great place with nice big window view🧡
Great coffee good food, good place to hang out with friends.
Expert baristas",1
"Wonderful place. Small menu of fusion Japanese & French food, creatively written in a Nota form. Love their food & coffee. Great service, and charming interior with very cozy atmosphere. Would definitely return!",1
Nice ambient and great food,1
"A really cozy cafe that gives you the chill and MUJI/homey ambience vibes with legitimately good food. My personal favourites are The Rotisserie (lots of protein) and Salmon Tataki & Avocado (toast with generous serving of fresh salmon and avocados) 😋 For drinks, their coolers/mocktails like Pink Peach Tea and Sparkling Mango Rose Tea is a must especially if you’re visiting in the afternoon. Apparently their food is locally produced with a twist of their own recipe! Staffs are helpful too, but there’s room for improvement for their engagement. Overall a really nice and pleasant place to do your work and dine in. It’s my second time here already and the experience never disappoints 👍",1
"food is great! something different in our area, french cuisine and zen ambient. there also a corner where u can enjoy reading with a nice cup of coffee ",1
Great taste of Chinese Muslim food. Fully Recommended.,1
"Yummy food here especially  Nestum Prawn, Salted Egg Squid, Tom Yam,  sizzling taufu, Nasi Goreng Seafood etc...
must try.",1
Tasty. Reasonable price. Fast. Happy tummy ,1
"Fast cooking. Price very reasonable. Food taste good as it should be. Highly recommend for those who wants a good food, cheap & a simple environment.",1
By far the best chinese muslim food in town. The portion is big yet quite affordable too! Definitely a place to bring your family to for a dine in. ����,1
"Dulu ok
Skrg very bad
Tasteless, portion makin mengecik
Better avoid la",0
"the Golden Sand Beef �
some of the dishes quite tasteless.",0
My family and I favourite chinese food at Shah Alam ,1
"Nice food, crunchy butter prawn, delicious beef  keautiaw and seafood fried rice with a reasonable price - a bit crowded during lunch hour. Overall, a 4 star for me.",1
Food is great but waiting 20 min for a small plate salted squid definitely a turn off. What ever tasted like rainbows previously now taste like feces.,1
alhamdulillah Hari ni makan semua sedap..,1
"terbaik, makanan sedap layanan istemewa harga berpatutan",1
Sedappppp... sotong telur masin,1
Salted egg crab tak sedap langsung. Isi ketam keras dan kering.  Kailan sos tiram yg masin.,1
Makanan sgt2 sedap.. Terbaik,1
"rasa sama sentiasa..memang port family.Nasi goreng memang banyak,boleh makan anak beranak.terus maju ya",1
Makanan superb. Service laju. Puas hati dgn harga makanan. ,1
Rugi x mkn kat sini. Mmg terbaik taste makanan kat sini,1
saya suka dtg ke Restoran Hong Kong Muslim Food sbb utamanya makanan dia sedap dn apa yg kita oder x lah lama menunggu dn yg penting harga dia memuaskan dengan apa yg kita mkn..,1
fast and simple dining area. friendly operator with lot of smiles.,1
nyummy food spacious space,1
rasa ok la not bad.. tapi service  kena mantapkan lagi.. tunggu lama. yang sampai dulu food X dapat lagi.. yang dtg  kemudian cepat plak dapat nyer... itu achik hanginnn ... air pun lamaaaaa tunggu nyer.. untuk dtg ngan Family  sesuai... space ok X. pack sgt..,1
"Menu is perfect, something for everyone. Service is awesome and 'si tao poh' Lulu is very accommodating and easy going. Taste is delicious with superb down to earth price. Will be back definitely!",1
Great food and very friendly people!.,1
"Love the curry fish head. Price acceptable.
Clean and chilling place. �����",1
"Great place, friendly staff and management, superb food, clean floors, clean toilets, fast service, ample parking, tv screens, WiFi.. . Only setback is that they close pretty early.. because lulu wants to sleep early..",1
Good food good service clean environment. Love it alot,1
Very nice place to chill out. People like me who like to hang out at clean restaurant to eat. Definitely will come back here again. Good food be good service. Thumbs up,1
Good service good food with good environment. Is a nice place and best restaurant around shah alam area. ,1
The best kopitiam ever. Nice service from boss and a lot of choice. Good environment,1
Nice good lovely,1
Guys please come and visit this shop the food is excellent.,1
Got so many fresh foods and have many store noodle taste can choice,1
mmg terbaik makan sedapp berbaloii..xkisah dtg jauh..janji sedapp..,1
"First time visiting this seafood restaurant, it’s very clean and spacious. Awesome selection of yummy food and very delicious too. Friendly boss with excellent service, highly recommended to everyone! ",1
Beet seafood restaurant ever with good service as well. My family and I go there quite often. Be sure to ask the chef for their specials or any recommendations. He won’t disappoint. Also be sure to order their fruit juices when you’re dining ,1
Always having dinner here since i was a kid. 20 years later and yes im still always coming back here with my family. Food is always good good good ! awesome!,1
"Serve delicious Yong Tau Fu , crab dish and some others dishes. ",1
First thing I go for after a painstaking 14-day quarantine. 10/10 would recommend!,1
"I think it's great, had some standards for the foods. The Belgium waffle is quite delicious despite it is quite stuffy.",1
"Strongly recommend to try their aglio olio and truffle fries !! Food is extremely delicious with affordable price 😍 their staff, Jimmy is super friendly and humor. Thankiu for the efficient service. Definitely will come back again.",1
"For good spaghetti or pasta, try out their local twist on it like spicy flavour or even their original aglio olio or cabonara. Even has a variety of spaghetti to chose from.",1
Soooo creamy and hot. It's suitable for malaysian with variety of hot level. I'm in love with The King of Pasta. Very recommended!,1
The Best Signature Pasta Masok Lomak I had!,1
The best pasta ever yang pernah rasa dimuka bumi ini.,1
"Seriously , memg Fav. 10/10",1
Pasta masak lomak mmg 👍👍👍👍👍.. seafood fresh dan ckup rasa.. Rugi sape tak rasa..!!,1
Good food and friendly staff,1
nice food and friendly staff,1
awesome restaurant and live bands at your nifht life...,1
"Comfortable environment with live band
Nice to enjoy",1
Good local food (Pork noodle and Prawn mee a must try) and nice atmosphere with beautiful hand painted murals.,1
Great food with reasonable price. The signature momo fries is really really good. And thanks Hans for accommodating our last min order via pm during this MCO period.,1
"Excellent food, well-cooked and wonderfully flavoured. Love their meatballs to bits, so chewy and flavourful with the mushroom sauce.",1
Good food.. friendly staffs,1
Tried a variety of foods.. thumbs up for all plus the service was great!,1
Great food and atmosphere!,1
Very nice food! Not costly as well.,1
very good place to chill!,1
"Amazing song selection, decent food, good drinks. Excellent customer service. A perfect neighbourhood chill out spot.",1
"This Indian Pub nestled in a growing township, Bandar Rimbayu, serves up interesting Indian Fusion dishes. They mainly focus on South Indian dishes but they do have Western favourites like lamb chop, pasta and pizzas 😍🍝 Price is very affordable and portion is fairly generous too! They also serve a variety of cocktails and liquor for people who wanna get drunk (and wasted) 🤣 
Their cocktails & mocktails are rather fancy as mine came with a beautiful blue umbrella and the sour plump one came with a syringe 😍💉 Really unique way of serving cocktails and it’s instaworthy too 😉 My favourite was the Chicken Tandoori Pizza! 🍕 The chicken was well marinated and the pizza was so cheesy 🤤🧀 I love how the pizza crust was thin and crispy, so it doesn’t feel too heavy after a few slices 😋 Anchovies varuval is also a must order here as they are spicy, addictive, crunchy and packed with oomph 🔥 Perfect bar snack to pair with your beer 🍺 As for the mutton fried rice and Claypot mutton rice, both dishes were wholesome! Plenty of mutton chunks (although some were a bit fatty and chewy) 🐐 If you’re adventurous, do try their Wildboar Claypot Rice 🐗 I wanted to try it, but it wasn’t available that day - they’re particularly famous for it 😜 They even have rice dishes where you can choose your meat like sambal chicken, kamheong chicken, anchovies etc. I loved the sambal chicken as their sambal is the sweet kind ☺️ Everything was really delicious and overall I would say it was a decent meal 👍🏻 They have a snooker table too, so head over with your friends to drink and play some games 🎱  Also, do check out their Instagram page to find out more about their ongoing CNY promo & weekly promos! You might be lucky and get some free drinks 🥂🥳",1
Great place to chill and enjoyed their food and beverages,1
Exciting new concept bar . Friendly staff,1
Look up waiter Sherry and he will recommend. Overall good service and food. Friendly staff too.,1
"Great service, excellent food quality & satisfying portion",1
very good food in Klang valley and good service very good staff and very helpful 👍 or All good place for family lunch and dinner supper experience in Klang with very good price 👍 must try briyan here super 😄,1
Very good food � in Klang must try one time with family restaurant very menu � good food options,1
best service by Vikram family restaurant Klang,1
very good family restaurant in Klang Malaysia,1
Good food in klang velley in nice party hall no hall changer only food price good stuff,1
very good food nice  place for family ,1
Nics  place klang for family  restrund in klang vally good  good  supper service  by vikram  boss,1
nice food good place for family,1
supper place for family must try it good food good stuff very helpful,1
Good food nice family restaurant,1
good food good service nice place for family ❤️❤️❤️♥️👍we come angina here thanks for garam masla restaurant 👍,1
I went with my 3 toddler there. Waited for the food for almost an hour. We asked staff over there. He told me the food will be there in 5mins. But we waited for another 15mins.. Yet we didn't receive any food. We decided to leave my children was to hungry. We told the staff this was a terrible service. Surprisingly the staff didn't say even a sorry and told us that other customer can wait. The table after us got the food. He spoked so rudely. Thereby this shop staff and the owner who Was seating there practically don't have any proper hospitality service.,0
Supper service and good food in klang valley and good prices for food and good  family restaurants in all klang valley ,1
supper good 💯 😊 very good place for family dinner or lunch,1
Nice good 👍 family  suupper,1
supper food good family restaurant,1
North Indian spices are perfectly comparable to 5 star hotel level taste buds!,1
"Shop environment and the food was really great!!! The owner was very down to earth to all customers. Surely will pay a visit with my family soon.
I would recommend this shop to all Indian food lovers!",1
"Ordered their lunch set I got the tandoori chicken set and my friend got the mutton briyani. Although the service was fast, the food was disappointing. Firstly, the chicken tandoori was just dry. I had a hard time chewing it, felt I was chewing a cardboard. The masala was coated well around the chicken but dry chicken didn’t make it any tasty. The mutton briyani on the other hand was very bland and did not have flavour. The fragrance of the briyani (something like rose water) was overpowering the briyani itself.",0
mainly all that is stated very much satisfied with services provided,1
The food not as good as mentioned,0
Good Food. Great food. The starter mix pakora platter is a great way to start a meal. Suitable for vegetarian and non vegetarian. Their paneer dishes are recommended. Their briyani is  just awesome  and they have set lunch which is reasonable and good. Gulab Jamun is a must try.,1
"Love it....What an excellent and lovely restaurant, good food and great service.... The butter chicken was  just YUMMY!!!“  All of our orders came exactly as we wanted.. all 10 of us loved this restaurant.. Will definately come again..",1
Had an excellent time with scrumptious food. The owners showed excellent 5 star service. Highly recommended.,1
Enjoyed the tasty butter chicken and the very fresh naan here! Also had a very good plate of paneer butter masala! Great service and very clean!,1
"We were at garam masala last week .the food was reasonably priced ,mouthwatering along with the excellent service and friendly staff .the deserts here are amazing .we would eat here again .ideal for family dinners or Sunday lunches .mutton Roganjosh ,chicken tikka butter masala and palak paneer are my favorite dishes .do not miss the hot masala tea and the delicious mango kulfi",1
"Visited this resturant a week ago, good food, nice setting and a great service. Very authentic north indian food with a great mango lassi! Had the tandoori chicken which was very good.",1
A great place to stop by for a satisfied meal.,1
Amazing food with good hospitality. .. reasonable prices,1
"If anyone is looking for the most authentic kulfi, please make your way to this gem of a restaurant. Honestly, best kulfi in the world!! Thank you for satisfying my sweet cravings!",1
Such a good place to have our dinings but what the waiter did really pissed me off..  He didn't listen to the order properly and end up blaming us for the extra order.. He was kinda rude where he walked away while I was still explaining him things.. That seriously pissed me off,0
Hyderabad Mutton Briyani and Mango Lassi was awesome...Mutton Tika wasn't spicey as mention in their menu..too sour & salty taste..Peaceful envoirement and friendly staff.,1
Had a delicious briyani over here.... Calm place n friendly workers. .,1
"friendly waiter recommend the food that taste just good and we love it, definitely going back again! But is Indian food normally that salty?",1
"When you are from a family of fantastic Indian cooks and painful critics, it is always not easy to please them or yourself. But Garam Masala North Indian Restaurant got double thumbs up today! Their mutton and fish dishes were awesome. The price is reasonable and the potions were plenty. Thank you and we enjoyed our Indian palate! Keep up the good work!!!",1
"Every visit never disappoints me,everything we ordered were so SEDAP!!!",1
Very tasty food. You would like to come back again,1
Clean environment and the food was good,1
Supper  family restrung Klang Bukit tinggi,1
"Great food. Came here yesterday and again, today! Will come again in the future for sure (maybe even tomorrow!)",1
I always love the food here.. so yummy and delicious,1
Breakfast...lunch....tea time....dinner..garam masala was the best restaurant to have...,1
"Superb!! I love the food here. My new friends owners  Jasbir and Inderjit are so warm ,kind and generous spirited. I will definitely be back!!",1
Amazing concept of the restaurant! It is very hard to find nice punjabi food in klang area. Their price is also suitable and worth it..... do come over ,1
"Excellent food, very nice restaurant 😃  love the environment, very relaxing. Keep up the good job Garam Masala Team. My everyday restaurant from now onwards. The best place to have your meal...thumbs up 🙂",1
Amazing food and very family orientated restaurant. Love their excellent service and friendly staff. Get ready to see my face more often. Thanks alot ,1
"Great food.
Must return to taste the other dishes.
Value for money",1
"I came to know about this restaurant through face book page and thought of giving it a try. I can say that it was an excellent experience for us. The food was amazing, very good service. One suggestion for the management....please look into changing the menu folder, the present quality is pathetic.",1
Amazing Food. Definitely will come back again,1
Food is delicious. Awesome ambience.  Service was good. Keep up the good work. Very friendly staff. ,1
"Delicious food, good & friendly service and clean. Will definitely come back and recommends this restaurant to my family and frens. Keep up the good work and all the best.",1
This restaurant always gives me a very homely feeling as I can see a tight bond between the family members working there. The food is really good with quite a generous amount of serving. Lots of variety and loved the kheer!,1
Delicious food and great job☺ love the deco especially. Keep it up..,1
Awesome food. Must try their naan and tandoori chicken. Satisfying! 🙂,1
First time been here... had a tasty Chicken naan & black coffee... very tasty food.... will come again....,1
"Hi Garam Masala Team,
Thanks for having my family & me over for lunch on a couple of occations in the last few weeks. We enjoyed the sumptuous food & the wonderful family orientated environment at the restaurant. We look forward to our next visit when we are again  in tow",1
Great decor & ambience and amazing food & service.,1
"Wonderful ambience, great authentic North Indian food and great service.",1
Highly recommended!! I lov the food vry much... evrybdy should try diz..,1
Awsome and amazing food!,1
"An accessible north indian restaurant, which fulfils my family's vegetarian needs as well as favourites. (Naan, obviously!) We only have good things to say;  good job with the upkeep and all the best. ",1
Fabulous food and amazing service,1
Superb punjabi food!!,1
"A mouth watering north indian dishes.
Yummy and delicious. .",1
Delicious n yummylicious foods!! Lov it much!!,1
Perfecto....havent try.havent know the tastes..,1
Love to drink masala tea here,1
delicious..malay،chinese،indian،iban dan kadazan can go this restaurant,1
Yummilicious north indian food!! Highly recomended!,1
Truly delicious north indian foods,1
Amazing food,1
Good food,1
The best North Indian restaurant in town!,1
Beriani ayam sedappp mango lassi sedapp,1
"A specialty restaurant in Punjabi cuisine in Khlan city!! The price was affordable and it was delicious. I would love to go again. It was definitely easier to enter and more colonial than Japanese Indian restaurants. Air conditioner is on and it was clean. The staff are friendly too. If you have been to Klan city, you should try it once.",1
food so delicious and fast serve recommended for everyone like Arabic food,1
The food was good. Recommended and will come again,1
Should try their new dishes... masakan kampung,1
